Season,Injury,from,until,Days,Games missed,age,player_name,tm_id,sb_id
16/17,Knee Injury,2017-01-31,2017-03-04,32.0,5,27.0,Sung-yueng Ki,81796,3605
16/17,Fractured Toe,2016-11-19,2016-12-17,28.0,6,27.0,Sung-yueng Ki,81796,3605
14/15,Knee Surgery,2015-05-13,2015-06-29,47.0,2,25.0,Sung-yueng Ki,81796,3605
11/12,Achilles tendon problems,2012-04-21,2012-05-31,40.0,5,22.0,Sung-yueng Ki,81796,3605
21/22,Angina,2022-03-22,2022-04-01,10.0,0,32.0,Martin Dúbravka,74960,3711
21/22,Foot Injury,2021-07-13,2021-09-20,69.0,6,32.0,Martin Dúbravka,74960,3711
20/21,Stomach complaints,2021-03-26,2021-04-01,6.0,0,31.0,Martin Dúbravka,74960,3711
20/21,Heel Bone Injury,2020-08-25,2020-12-21,118.0,16,31.0,Martin Dúbravka,74960,3711
19/20,Medial Collateral Ligament Knee Injury,2020-03-07,2020-04-01,25.0,1,30.0,Martin Dúbravka,74960,3711
18/19,Groin Injury,2018-08-01,2018-08-10,9.0,0,29.0,Martin Dúbravka,74960,3711
13/14,Metatarsal Fracture,2013-09-22,2013-12-01,70.0,14,23.0,Salomón Rondón,80197,4041
10/11,Torn Muscle Fibre,2011-05-10,2011-06-10,31.0,3,20.0,Salomón Rondón,80197,4041
10/11,Torn Muscle Fibre,2010-10-29,2010-11-26,28.0,5,20.0,Salomón Rondón,80197,4041
21/22,Adductor problems,2022-03-23,2022-04-01,9.0,0,29.0,Fabian Schär,135343,5537
20/21,Knee Injury,2021-02-07,2021-04-25,77.0,10,28.0,Fabian Schär,135343,5537
20/21,Knock,2021-01-27,2021-01-29,2.0,0,28.0,Fabian Schär,135343,5537
20/21,Virus Infection,2020-11-29,2020-12-25,26.0,4,28.0,Fabian Schär,135343,5537
19/20,Shoulder Injury,2020-07-16,2020-09-28,74.0,7,27.0,Fabian Schär,135343,5537
19/20,Thigh Muscle Strain,2020-01-02,2020-01-17,15.0,3,27.0,Fabian Schär,135343,5537
19/20,Knock,2019-12-29,2019-12-31,2.0,0,27.0,Fabian Schär,135343,5537
19/20,Knee Injury,2019-10-20,2019-11-24,35.0,3,27.0,Fabian Schär,135343,5537
19/20,Calf Injury,2019-09-15,2019-09-20,5.0,0,27.0,Fabian Schär,135343,5537
18/19,Knock,2019-05-06,2019-05-11,5.0,0,26.0,Fabian Schär,135343,5537
18/19,Strain in the thigh and gluteal muscles,2019-04-21,2019-04-26,5.0,0,26.0,Fabian Schär,135343,5537
18/19,Concussion,2019-03-23,2019-04-05,13.0,1,26.0,Fabian Schär,135343,5537
17/18,Knock,2018-05-17,2018-05-24,7.0,1,25.0,Fabian Schär,135343,5537
17/18,Thigh Muscle Strain,2017-07-17,2017-07-21,4.0,0,25.0,Fabian Schär,135343,5537
16/17,Fitness,2017-03-13,2017-03-14,1.0,0,24.0,Fabian Schär,135343,5537
16/17,Tear in the abductor muscle,2017-02-06,2017-03-13,35.0,5,24.0,Fabian Schär,135343,5537
16/17,Elbow Injury,2016-07-28,2016-08-04,7.0,0,24.0,Fabian Schär,135343,5537
15/16,Ankle Injury,2016-05-23,2016-05-30,7.0,0,23.0,Fabian Schär,135343,5537
15/16,Concussion,2016-04-28,2016-05-02,4.0,1,23.0,Fabian Schär,135343,5537
15/16,Minor Knock,2016-04-18,2016-04-21,3.0,0,23.0,Fabian Schär,135343,5537
15/16,Calf Problems,2016-01-11,2016-01-11,0.0,0,23.0,Fabian Schär,135343,5537
15/16,coccyx contusion,2015-08-10,2015-08-13,3.0,0,23.0,Fabian Schär,135343,5537
14/15,Torn Ankle Ligament,2014-12-08,2015-01-29,52.0,1,22.0,Fabian Schär,135343,5537
14/15,Fractured Jaw,2014-10-06,2014-10-16,10.0,0,22.0,Fabian Schär,135343,5537
13/14,Strain,2014-04-17,2014-05-01,14.0,2,21.0,Fabian Schär,135343,5537
13/14,Sprained Ankle,2014-03-13,2014-03-24,11.0,4,21.0,Fabian Schär,135343,5537
13/14,Patella problems,2013-12-16,2014-03-13,87.0,10,21.0,Fabian Schär,135343,5537
13/14,Knee Injury,2013-09-30,2013-09-30,0.0,0,21.0,Fabian Schär,135343,5537
20/21,Knee Injury,2021-02-28,2021-03-15,15.0,2,26.0,Miguel Almirón,272999,12603
20/21,Knock,2020-11-14,2020-11-20,6.0,0,26.0,Miguel Almirón,272999,12603
19/20,Thigh Muscle Strain,2020-07-06,2020-07-07,1.0,0,25.0,Miguel Almirón,272999,12603
19/20,Knock,2020-02-06,2020-02-15,9.0,0,25.0,Miguel Almirón,272999,12603
19/20,Groin Injury,2020-01-05,2020-01-10,5.0,0,25.0,Miguel Almirón,272999,12603
19/20,Hamstring Injury,2019-12-09,2019-12-20,11.0,1,25.0,Miguel Almirón,272999,12603
19/20,Ankle Injury,2019-08-26,2019-08-30,4.0,1,25.0,Miguel Almirón,272999,12603
18/19,Hamstring Injury,2019-04-20,2019-06-08,49.0,4,24.0,Miguel Almirón,272999,12603
18/19,Muscle Injury,2018-10-07,2018-10-31,24.0,2,24.0,Miguel Almirón,272999,12603
17/18,Torn muscle bundle,2017-09-25,2017-10-17,22.0,4,23.0,Miguel Almirón,272999,12603
20/21,Calf Injury,2021-02-01,2021-02-05,4.0,1,28.0,Oriol Romeu,66100,3272
20/21,Calf Injury,2020-12-30,2021-01-29,30.0,5,28.0,Oriol Romeu,66100,3272
14/15,Muscular problems,2015-05-21,2015-05-22,1.0,0,22.0,Oriol Romeu,66100,3272
13/14,Muscle Injury,2014-04-28,2014-05-15,17.0,3,21.0,Oriol Romeu,66100,3272
13/14,Meniscal Injury,2014-02-02,2014-03-15,41.0,8,21.0,Oriol Romeu,66100,3272
12/13,Knee Injury,2012-12-08,2013-05-01,144.0,38,20.0,Oriol Romeu,66100,3272
10/11,Meniscus Damage,2011-01-03,2011-04-03,90.0,14,18.0,Oriol Romeu,66100,3272
10/11,Muscular problems,2010-09-10,2010-09-30,20.0,3,18.0,Oriol Romeu,66100,3272
22/23,Hand fracture,2022-09-23,2022-09-29,6.0,0,28.0,Nathan Redmond,129078,3286
20/21,Knock,2020-12-20,2021-01-25,36.0,6,26.0,Nathan Redmond,129078,3286
20/21,Hamstring Injury,2020-11-07,2020-12-06,29.0,2,26.0,Nathan Redmond,129078,3286
20/21,Ankle Injury,2020-09-18,2020-10-03,15.0,2,26.0,Nathan Redmond,129078,3286
19/20,Groin Injury,2020-02-15,2020-06-01,107.0,4,25.0,Nathan Redmond,129078,3286
19/20,Ankle Injury,2019-08-29,2019-09-19,21.0,2,25.0,Nathan Redmond,129078,3286
19/20,Knock,2018-12-17,2018-12-21,4.0,0,25.0,Nathan Redmond,129078,3286
21/22,Thigh Problems,2022-01-07,2022-02-22,46.0,7,32.0,Maya Yoshida,81789,3300
21/22,Bruised Knee,2021-11-17,2021-11-23,6.0,1,32.0,Maya Yoshida,81789,3300
18/19,Virus Infection,2019-04-26,2019-06-10,45.0,3,29.0,Maya Yoshida,81789,3300
17/18,Knee Injury,2018-02-16,2018-03-17,29.0,4,28.0,Maya Yoshida,81789,3300
17/18,Hamstring Injury,2018-01-13,2018-01-21,8.0,2,28.0,Maya Yoshida,81789,3300
14/15,Ankle Injury,2014-09-20,2014-10-18,28.0,5,25.0,Maya Yoshida,81789,3300
11/12,Medial Collateral Ligament Injury,2012-06-10,2012-06-30,20.0,0,22.0,Maya Yoshida,81789,3300
09/10,Fatigue fracture,2010-01-11,2010-10-24,286.0,27,20.0,Maya Yoshida,81789,3300
09/10,Calf Strain,2009-07-04,2009-07-16,12.0,3,20.0,Maya Yoshida,81789,3300
20/21,Hamstring Injury,2020-11-08,2020-11-22,14.0,0,25.0,James Ward-Prowse,181579,3328
19/20,Knee Injury,2020-02-06,2020-02-14,8.0,0,24.0,James Ward-Prowse,181579,3328
16/17,Injury to the ankle,2017-01-26,2017-01-29,3.0,1,21.0,James Ward-Prowse,181579,3328
14/15,Fractured Foot,2014-09-20,2014-11-29,70.0,10,19.0,James Ward-Prowse,181579,3328
19/20,Ankle Injury,2020-06-26,2020-07-08,12.0,2,23.0,Pierre-Emile Höjbjerg,167799,3570
18/19,Concussion,2019-01-31,2019-02-08,8.0,1,22.0,Pierre-Emile Höjbjerg,167799,3570
18/19,Ill,2018-10-26,2018-11-03,8.0,1,22.0,Pierre-Emile Höjbjerg,167799,3570
16/17,Knock,2016-11-13,2016-11-18,5.0,0,20.0,Pierre-Emile Höjbjerg,167799,3570
14/15,Cold,2015-04-29,2015-04-29,0.0,0,18.0,Pierre-Emile Höjbjerg,167799,3570
14/15,Cold,2015-04-21,2015-04-23,2.0,0,18.0,Pierre-Emile Höjbjerg,167799,3570
14/15,Ankle problems,2015-03-26,2015-04-01,6.0,0,18.0,Pierre-Emile Höjbjerg,167799,3570
14/15,Influenza,2015-03-05,2015-03-10,5.0,1,18.0,Pierre-Emile Höjbjerg,167799,3570
14/15,Bruise,2015-02-16,2015-02-19,3.0,0,18.0,Pierre-Emile Höjbjerg,167799,3570
13/14,Ligament Problems,2013-08-05,2013-09-23,49.0,9,17.0,Pierre-Emile Höjbjerg,167799,3570
20/21,Knock,2021-01-06,2021-01-25,19.0,3,28.0,Danny Ings,134294,3654
20/21,Hamstring Injury,2020-12-20,2020-12-28,8.0,1,28.0,Danny Ings,134294,3654
20/21,Knee Injury,2020-11-02,2020-12-06,34.0,3,28.0,Danny Ings,134294,3654
18/19,Hamstring Injury,2019-02-03,2019-03-30,55.0,6,26.0,Danny Ings,134294,3654
18/19,Hamstring Injury,2019-01-03,2019-01-18,15.0,3,26.0,Danny Ings,134294,3654
18/19,Hamstring Injury,2018-11-14,2018-12-15,31.0,5,26.0,Danny Ings,134294,3654
18/19,Knock,2018-08-26,2018-08-31,5.0,1,26.0,Danny Ings,134294,3654
16/17,Knee Surgery,2016-10-26,2017-08-10,288.0,35,24.0,Danny Ings,134294,3654
15/16,Cruciate Ligament Rupture,2015-10-15,2016-05-12,210.0,50,23.0,Danny Ings,134294,3654
14/15,Hamstring Injury,2014-09-15,2014-10-16,31.0,3,22.0,Danny Ings,134294,3654
13/14,Torn ankle ligament,2014-03-13,2014-04-07,25.0,5,21.0,Danny Ings,134294,3654
21/22,Corona virus,2021-09-01,2021-09-19,18.0,2,34.0,Shane Long,37304,3842
19/20,Knee Injury,2020-01-23,2020-01-31,8.0,1,32.0,Shane Long,37304,3842
19/20,Knee Injury,2019-12-22,2019-12-31,9.0,2,32.0,Shane Long,37304,3842
18/19,Knock,2019-04-25,2019-04-26,1.0,0,31.0,Shane Long,37304,3842
18/19,Groin Injury,2019-03-09,2019-04-05,27.0,3,31.0,Shane Long,37304,3842
18/19,Knock,2019-01-17,2019-01-18,1.0,0,31.0,Shane Long,37304,3842
18/19,Ankle Injury,2018-11-05,2018-12-15,40.0,6,31.0,Shane Long,37304,3842
18/19,Toe Injury,2018-09-23,2018-10-05,12.0,2,31.0,Shane Long,37304,3842
18/19,Foot Injury,2018-09-02,2018-09-16,14.0,0,31.0,Shane Long,37304,3842
16/17,Metatarsal Fracture,2017-05-13,2017-06-30,48.0,3,29.0,Shane Long,37304,3842
16/17,Hamstring Injury,2016-10-20,2016-11-18,29.0,6,29.0,Shane Long,37304,3842
15/16,Sprained ankle,2015-10-11,2015-11-07,27.0,5,28.0,Shane Long,37304,3842
14/15,Fractured Rib,2015-01-24,2015-02-20,27.0,4,27.0,Shane Long,37304,3842
12/13,Ankle Injury,2013-03-06,2013-03-16,10.0,2,25.0,Shane Long,37304,3842
11/12,Abdominal Influenza,2012-01-31,2012-02-04,4.0,2,24.0,Shane Long,37304,3842
21/22,Corona virus,2021-12-13,2022-01-07,25.0,3,27.0,Jack Stephens,163744,3950
21/22,Knee Injury,2021-09-18,2021-11-30,73.0,11,27.0,Jack Stephens,163744,3950
18/19,Knee Injury,2018-12-09,2018-12-21,12.0,1,24.0,Jack Stephens,163744,3950
21/22,Heart Condition,2022-01-13,2022-01-21,8.0,1,27.0,Mario Lemina,170934,3951
21/22,Corona virus,2022-01-06,2022-01-12,6.0,1,27.0,Mario Lemina,170934,3951
20/21,Knock,2020-12-21,2021-01-18,28.0,4,26.0,Mario Lemina,170934,3951
20/21,Achilles tendon problems,2020-11-02,2020-11-08,6.0,2,26.0,Mario Lemina,170934,3951
20/21,Knock,2020-09-27,2020-10-17,20.0,3,26.0,Mario Lemina,170934,3951
19/20,Thigh Muscle Strain,2020-06-28,2020-07-25,27.0,6,25.0,Mario Lemina,170934,3951
19/20,Hamstring Injury,2020-02-16,2020-03-04,17.0,3,25.0,Mario Lemina,170934,3951
19/20,Knock,2019-12-14,2019-12-26,12.0,3,25.0,Mario Lemina,170934,3951
19/20,Thigh Muscle Strain,2019-12-01,2019-12-05,4.0,2,25.0,Mario Lemina,170934,3951
19/20,Hamstring Injury,2019-09-28,2019-10-23,25.0,5,25.0,Mario Lemina,170934,3951
18/19,Abdominal Strain,2018-12-29,2019-04-20,112.0,17,24.0,Mario Lemina,170934,3951
18/19,Abdominal Strain,2018-12-15,2018-12-21,6.0,1,24.0,Mario Lemina,170934,3951
18/19,Thigh Muscle Strain,2018-11-05,2018-11-09,4.0,0,24.0,Mario Lemina,170934,3951
18/19,Knee Injury,2018-10-21,2018-10-26,5.0,0,24.0,Mario Lemina,170934,3951
17/18,Ankle Injury,2017-10-25,2017-11-18,24.0,3,23.0,Mario Lemina,170934,3951
16/17,Back trouble,2017-01-15,2017-02-12,28.0,7,22.0,Mario Lemina,170934,3951
16/17,Flu,2016-11-26,2016-11-28,2.0,1,22.0,Mario Lemina,170934,3951
15/16,Inflammation,2015-12-06,2016-02-02,58.0,11,21.0,Mario Lemina,170934,3951
21/22,Fitness,2022-02-20,2022-04-18,57.0,6,24.0,Josh Sims,286919,4278
21/22,Calf Injury,2021-11-19,2021-12-22,33.0,6,29.0,Stuart Armstrong,130765,10285
20/21,Knock,2021-02-04,2021-02-13,9.0,2,28.0,Stuart Armstrong,130765,10285
20/21,Hand Injury,2020-12-20,2020-12-25,5.0,0,28.0,Stuart Armstrong,130765,10285
20/21,Corona virus,2020-10-06,2020-10-24,18.0,1,28.0,Stuart Armstrong,130765,10285
20/21,Thigh Muscle Strain,2020-09-09,2020-09-20,11.0,3,28.0,Stuart Armstrong,130765,10285
19/20,Concussion,2020-03-01,2020-03-31,30.0,1,27.0,Stuart Armstrong,130765,10285
19/20,Groin Injury,2020-01-26,2020-02-04,9.0,1,27.0,Stuart Armstrong,130765,10285
19/20,Hamstring Injury,2019-11-24,2019-12-13,19.0,3,27.0,Stuart Armstrong,130765,10285
18/19,Hamstring Injury,2019-04-25,2019-04-26,1.0,0,26.0,Stuart Armstrong,130765,10285
18/19,Calf Strain,2019-02-03,2019-02-23,20.0,1,26.0,Stuart Armstrong,130765,10285
18/19,Unknown Injury,2019-01-03,2019-01-11,8.0,1,26.0,Stuart Armstrong,130765,10285
18/19,Calf Injury,2018-10-15,2018-10-19,4.0,0,26.0,Stuart Armstrong,130765,10285
18/19,Knock,2018-08-13,2018-08-17,4.0,0,26.0,Stuart Armstrong,130765,10285
17/18,Knock,2018-04-20,2018-05-02,12.0,2,25.0,Stuart Armstrong,130765,10285
17/18,Knee Injury,2018-01-22,2018-03-09,46.0,10,25.0,Stuart Armstrong,130765,10285
17/18,Knee Injury,2017-09-26,2017-10-16,20.0,3,25.0,Stuart Armstrong,130765,10285
16/17,Hamstring Injury,2017-01-27,2017-02-14,18.0,4,24.0,Stuart Armstrong,130765,10285
15/16,Knock,2015-12-27,2016-01-11,15.0,3,23.0,Stuart Armstrong,130765,10285
15/16,Groin Injury,2015-08-20,2015-09-30,41.0,8,23.0,Stuart Armstrong,130765,10285
15/16,Groin Injury,2015-08-10,2015-08-14,4.0,1,23.0,Stuart Armstrong,130765,10285
14/15,Ankle Injury,2014-08-16,2014-09-16,31.0,4,22.0,Stuart Armstrong,130765,10285
13/14,Thigh Problems,2014-05-01,2014-05-05,4.0,1,21.0,Stuart Armstrong,130765,10285
21/22,Knee Surgery,2022-02-07,2022-12-23 00:00:00,311.0,44,31.0,Ryan Bertrand,40611,20045
21/22,Knee Problems,2021-12-26,2022-02-06,42.0,6,31.0,Ryan Bertrand,40611,20045
20/21,Hamstring Injury,2020-11-02,2020-11-22,20.0,1,30.0,Ryan Bertrand,40611,20045
19/20,Ankle Injury,2019-08-18,2019-09-13,26.0,3,29.0,Ryan Bertrand,40611,20045
18/19,Back Injury,2018-11-11,2019-02-01,82.0,15,28.0,Ryan Bertrand,40611,20045
17/18,Hamstring Injury,2017-12-16,2018-01-02,17.0,5,27.0,Ryan Bertrand,40611,20045
16/17,Hamstring Injury,2016-10-08,2016-10-28,20.0,4,26.0,Ryan Bertrand,40611,20045
16/17,Knee Injury,2016-08-01,2016-08-27,26.0,3,26.0,Ryan Bertrand,40611,20045
15/16,Knee Surgery,2015-06-26,2015-09-20,86.0,10,25.0,Ryan Bertrand,40611,20045
12/13,Knee Injury,2013-05-02,2013-07-01,60.0,6,22.0,Ryan Bertrand,40611,20045
12/13,Groin Injury,2012-12-19,2013-01-02,14.0,5,22.0,Ryan Bertrand,40611,20045
20/21,Ankle Injury,2020-11-08,2021-01-19,72.0,16,24.0,Angus Gunn,201574,22379
19/20,Knee Injury,2020-01-02,2020-01-11,9.0,1,30.0,Craig Cathcart,59606,3263
19/20,Knock,2019-12-29,2019-12-31,2.0,0,30.0,Craig Cathcart,59606,3263
19/20,Back Injury,2019-11-03,2019-11-07,4.0,0,30.0,Craig Cathcart,59606,3263
19/20,Strain,2019-09-11,2019-09-27,16.0,3,30.0,Craig Cathcart,59606,3263
17/18,Knee Injury,2017-08-26,2018-03-03,189.0,29,28.0,Craig Cathcart,59606,3263
17/18,Muscle Injury,2017-07-29,2017-08-20,22.0,2,28.0,Craig Cathcart,59606,3263
16/17,Inguinal Hernia,2016-09-26,2016-12-17,82.0,12,27.0,Craig Cathcart,59606,3263
19/20,Hamstring Injury,2019-11-25,2019-12-06,11.0,2,28.0,Christian Kabasele,81512,3266
18/19,Shoulder Injury,2018-12-27,2019-01-18,22.0,4,27.0,Christian Kabasele,81512,3266
16/17,Hip Injury,2017-02-28,2017-04-07,38.0,4,25.0,Christian Kabasele,81512,3266
16/17,Hamstring Injury,2017-01-21,2017-02-04,14.0,4,25.0,Christian Kabasele,81512,3266
22/23,Hamstring Injury,2022-08-13,2022-10-03,51.0,9,29.0,Abdoulaye Doucouré,127187,3292
21/22,Stress response of the bone,2021-10-17,2021-11-28,42.0,6,28.0,Abdoulaye Doucouré,127187,3292
20/21,Foot Injury,2021-03-04,2021-05-07,64.0,9,27.0,Abdoulaye Doucouré,127187,3292
18/19,Knee Injury,2019-01-13,2019-02-08,26.0,4,25.0,Abdoulaye Doucouré,127187,3292
12/13,Cruciate Ligament Rupture,2013-05-22,2013-12-30,222.0,22,19.0,Abdoulaye Doucouré,127187,3292
20/21,Hamstring Injury,2020-09-01,2020-10-30,59.0,10,29.0,Andre Gray,120565,3453
18/19,Knock,2018-12-06,2019-01-18,43.0,8,27.0,Andre Gray,120565,3453
20/21,Achilles tendon problems,2021-02-14,2021-05-06,81.0,16,32.0,Troy Deeney,65477,3454
20/21,Knee Injury,2020-09-28,2020-11-03,36.0,6,32.0,Troy Deeney,65477,3454
20/21,Knee Problems,2020-09-01,2020-09-24,23.0,4,32.0,Troy Deeney,65477,3454
19/20,Knee Injury,2020-07-12,2020-07-16,4.0,0,31.0,Troy Deeney,65477,3454
19/20,Knee Surgery,2019-08-22,2019-11-05,75.0,12,31.0,Troy Deeney,65477,3454
18/19,Hamstring Injury,2018-10-18,2018-11-08,21.0,3,30.0,Troy Deeney,65477,3454
17/18,Groin Injury,2017-06-10,2017-08-19,70.0,2,29.0,Troy Deeney,65477,3454
21/22,Muscular problems,2022-04-16,2022-04-29,13.0,4,30.0,Roberto Pereyra,112302,3579
21/22,Surgery,2021-11-28,2022-02-07,71.0,12,30.0,Roberto Pereyra,112302,3579
20/21,Hamstring Injury,2021-02-07,2021-02-19,12.0,2,29.0,Roberto Pereyra,112302,3579
20/21,Muscular problems,2020-11-10,2020-11-22,12.0,1,29.0,Roberto Pereyra,112302,3579
19/20,Knock,2019-12-08,2019-12-21,13.0,1,28.0,Roberto Pereyra,112302,3579
19/20,Hamstring Injury,2019-11-10,2019-11-29,19.0,1,28.0,Roberto Pereyra,112302,3579
18/19,Hip Injury,2019-04-08,2019-04-22,14.0,2,27.0,Roberto Pereyra,112302,3579
18/19,Calf Strain,2019-02-01,2019-02-21,20.0,3,27.0,Roberto Pereyra,112302,3579
17/18,tendon irritation,2017-10-21,2017-11-19,29.0,4,26.0,Roberto Pereyra,112302,3579
17/18,Groin Injury,2017-08-12,2017-09-09,28.0,5,26.0,Roberto Pereyra,112302,3579
16/17,Knee Injury,2016-12-14,2017-05-31,168.0,25,25.0,Roberto Pereyra,112302,3579
15/16,Unknown Injury,2016-04-09,2016-04-24,15.0,4,24.0,Roberto Pereyra,112302,3579
15/16,Muscle Injury,2015-10-27,2016-01-29,94.0,18,24.0,Roberto Pereyra,112302,3579
15/16,Unknown Injury,2015-10-09,2015-10-15,6.0,0,24.0,Roberto Pereyra,112302,3579
21/22,Knock,2022-01-20,2022-03-17,56.0,7,32.0,Daryl Janmaat,60744,3650
21/22,Knee Injury,2021-07-26,2021-12-13,140.0,20,32.0,Daryl Janmaat,60744,3650
20/21,Knee Injury,2021-01-15,2021-05-04,109.0,16,31.0,Daryl Janmaat,60744,3650
20/21,Knee Injury,2020-11-25,2021-01-08,44.0,0,31.0,Daryl Janmaat,60744,3650
19/20,Knee Injury,2019-11-22,2020-02-22,92.0,16,30.0,Daryl Janmaat,60744,3650
18/19,Knee Injury,2018-09-22,2018-12-28,97.0,15,29.0,Daryl Janmaat,60744,3650
17/18,Groin Strain,2017-08-12,2017-09-07,26.0,4,28.0,Daryl Janmaat,60744,3650
16/17,Toe Injury,2017-05-22,2017-06-30,39.0,0,27.0,Daryl Janmaat,60744,3650
16/17,Shoulder Injury,2016-11-07,2016-11-18,11.0,0,27.0,Daryl Janmaat,60744,3650
16/17,Shoulder Injury,2016-09-18,2016-10-16,28.0,4,27.0,Daryl Janmaat,60744,3650
13/14,Ankle Injury,2014-05-18,2014-05-22,4.0,0,24.0,Daryl Janmaat,60744,3650
13/14,Unknown Injury,2014-05-01,2014-05-05,4.0,1,24.0,Daryl Janmaat,60744,3650
13/14,Ill,2014-03-06,2014-03-10,4.0,1,24.0,Daryl Janmaat,60744,3650
13/14,Hip Injury,2013-08-10,2013-08-24,14.0,3,24.0,Daryl Janmaat,60744,3650
12/13,Flu,2013-01-29,2013-02-01,3.0,1,23.0,Daryl Janmaat,60744,3650
11/12,Knee Problems,2012-03-26,2012-05-01,36.0,5,22.0,Daryl Janmaat,60744,3650
11/12,Knee Problems,2012-03-08,2012-03-16,8.0,1,22.0,Daryl Janmaat,60744,3650
11/12,Knee Injury,2012-02-13,2012-02-23,10.0,1,22.0,Daryl Janmaat,60744,3650
20/21,Muscle Injury,2021-01-31,2021-02-17,17.0,3,32.0,Étienne Capoue,63494,3721
19/20,Back Injury,2020-07-12,2020-10-20,100.0,10,31.0,Étienne Capoue,63494,3721
19/20,Back Injury,2019-10-04,2019-11-06,33.0,5,31.0,Étienne Capoue,63494,3721
19/20,Back Injury,2019-08-25,2019-09-01,7.0,2,31.0,Étienne Capoue,63494,3721
18/19,Groin Strain,2019-04-28,2019-05-11,13.0,1,30.0,Étienne Capoue,63494,3721
13/14,Leg Injury,2014-02-24,2014-04-19,54.0,11,25.0,Étienne Capoue,63494,3721
13/14,Ankle Injury,2013-09-01,2013-09-28,27.0,6,25.0,Étienne Capoue,63494,3721
20/21,Ill,2021-01-12,2021-01-13,1.0,1,36.0,Jose Cholevas,41112,3725
19/20,Foot Injury,2020-06-01,2020-06-19,18.0,0,35.0,Jose Cholevas,41112,3725
19/20,Ankle Injury,2019-12-01,2019-12-31,30.0,6,35.0,Jose Cholevas,41112,3725
18/19,Hamstring Injury,2019-04-08,2019-04-26,18.0,3,34.0,Jose Cholevas,41112,3725
18/19,Calf Injury,2018-11-11,2018-11-30,19.0,1,34.0,Jose Cholevas,41112,3725
14/15,Unknown Injury,2015-03-23,2015-04-01,9.0,0,30.0,Jose Cholevas,41112,3725
14/15,Bruised Rib,2014-11-05,2014-11-19,14.0,2,30.0,Jose Cholevas,41112,3725
07/08,Overstretching of the syndesmotic ligament,2007-10-18,2007-10-25,7.0,1,23.0,Jose Cholevas,41112,3725
14/15,Cruciate Ligament Injury,2015-03-17,2015-12-31,289.0,30,31.0,Ben Foster,13572,4053
13/14,Fractured Foot,2013-08-25,2013-12-06,103.0,14,30.0,Ben Foster,13572,4053
12/13,Groin Injury,2012-11-05,2012-11-20,15.0,3,29.0,Ben Foster,13572,4053
08/09,Thumb Injury,2009-05-18,2009-07-18,61.0,2,25.0,Ben Foster,13572,4053
08/09,Thumb Injury,2008-12-15,2009-01-20,36.0,10,25.0,Ben Foster,13572,4053
08/09,Ankle Injury,2008-09-20,2008-09-28,8.0,3,25.0,Ben Foster,13572,4053
07/08,Cruciate Ligament Rupture,2007-06-07,2008-03-15,282.0,43,24.0,Ben Foster,13572,4053
19/20,Groin Injury,2019-12-29,2020-01-31,33.0,6,24.0,Will Hughes,207014,4588
19/20,Knock,2019-09-22,2019-10-04,12.0,2,24.0,Will Hughes,207014,4588
18/19,Concussion,2019-01-13,2019-01-25,12.0,1,23.0,Will Hughes,207014,4588
18/19,Knock,2018-12-05,2018-12-28,23.0,4,23.0,Will Hughes,207014,4588
18/19,Hip Injury,2018-11-11,2018-11-23,12.0,0,23.0,Will Hughes,207014,4588
17/18,Hamstring Injury,2017-11-28,2018-02-24,88.0,17,22.0,Will Hughes,207014,4588
15/16,Ruptured cruciate ligament,2015-08-09,2016-04-01,236.0,40,20.0,Will Hughes,207014,4588
13/14,Hip problems,2014-03-24,2014-04-01,8.0,2,18.0,Will Hughes,207014,4588
13/14,Dead Leg,2014-03-10,2014-03-14,4.0,1,18.0,Will Hughes,207014,4588
13/14,Ill,2013-12-13,2013-12-16,3.0,1,18.0,Will Hughes,207014,4588
12/13,Groin Injury,2013-02-17,2013-04-17,59.0,11,17.0,Will Hughes,207014,4588
21/22,Inflammation,2022-05-01,2022-05-25,24.0,4,25.0,Isaac Success,295331,6918
21/22,Muscular problems,2022-03-04,2022-03-20,16.0,3,25.0,Isaac Success,295331,6918
21/22,Abdominal Influenza,2021-09-11,2021-10-23,42.0,6,25.0,Isaac Success,295331,6918
19/20,Achilles tendon rupture,2020-06-08,2021-03-19,284.0,49,23.0,Isaac Success,295331,6918
19/20,Groin Strain,2019-09-16,2019-11-01,46.0,7,23.0,Isaac Success,295331,6918
18/19,Knee Injury,2019-03-31,2019-04-14,14.0,2,22.0,Isaac Success,295331,6918
18/19,Hamstring Injury,2019-02-01,2019-02-26,25.0,4,22.0,Isaac Success,295331,6918
17/18,Knee Injury,2017-10-09,2017-12-23,75.0,12,21.0,Isaac Success,295331,6918
16/17,Hamstring Injury,2016-12-23,2017-02-04,43.0,9,20.0,Isaac Success,295331,6918
16/17,Hamstring Injury,2016-10-16,2016-12-03,48.0,7,20.0,Isaac Success,295331,6918
15/16,Facial Fracture,2016-04-22,2016-08-26,126.0,4,19.0,Isaac Success,295331,6918
15/16,Hamstring Injury,2015-11-04,2015-11-21,17.0,1,19.0,Isaac Success,295331,6918
14/15,Toe Injury,2015-01-29,2015-02-10,12.0,2,18.0,Isaac Success,295331,6918
13/14,Sprained ankle,2014-04-28,2014-05-08,10.0,1,17.0,Isaac Success,295331,6918
19/20,Muscle Fatigue,2019-11-21,2019-12-18,27.0,5,25.0,Ken Sema,252345,10312
